,latitude,longitude,address,birth_place
brad miller,40.3270127,-86.1746933,"Indiana, United States of America",Indiana
brad sellers,40.2253569,-82.6881395,"Ohio, United States of America",Ohio
brad wright,36.7014631,-118.7559974,"California, United States of America",California
bradley beal,38.7604815,-92.5617875,"Missouri, United States of America",Missouri
brady walker,39.4225192,-111.7143584,"Utah, United States of America",Utah
brandan wright,35.7730076,-86.2820081,"Tennessee, United States of America",Tennessee
branden dawson,40.3270127,-86.1746933,"Indiana, United States of America",Indiana
brandin knight,40.0757384,-74.4041622,"New Jersey, United States of America",New Jersey
brandon armstrong,36.7014631,-118.7559974,"California, United States of America",California
brandon bass,30.8703881,-92.007126,"Louisiana, United States of America",Louisiana
brandon davies,40.9699889,-77.7278831,"Pennsylvania, United States of America",Pennsylvania
brandon hunter,40.2253569,-82.6881395,"Ohio, United States of America",Ohio
brandon ingram,35.6729639,-79.0392919,"North Carolina, United States of America",North Carolina
brandon jennings,36.7014631,-118.7559974,"California, United States of America",California
brandon knight,27.7567667,-81.4639835,"Florida, United States of America",Florida
brandon paul,40.0796319,-89.4339809,"Illinois, United States of America",Illinois
brandon roy,38.8949549,-77.0366456,"Washington, District of Columbia, United States of America",Washington
brandon rush,38.7604815,-92.5617875,"Missouri, United States of America",Missouri
brandon williams,30.8703881,-92.007126,"Louisiana, United States of America",Louisiana
brant weidner,40.9699889,-77.7278831,"Pennsylvania, United States of America",Pennsylvania
brendan haywood,40.7306458,-73.9866136,"NYC, New York, United States of America",New York
brendan mccann,40.7306458,-73.9866136,"NYC, New York, United States of America",New York
brent barry,40.7306458,-73.9866136,"NYC, New York, United States of America",New York
brent price,34.9550817,-97.2684063,"Oklahoma, United States of America",Oklahoma
brent scott,43.6211955,-84.6824346,"Michigan, United States of America",Michigan
brett szabo,41.9216734,-93.3122705,"Iowa, United States of America",Iowa
brett vroman,36.7014631,-118.7559974,"California, United States of America",California
brevin knight,40.0757384,-74.4041622,"New Jersey, United States of America",New Jersey
brian cardinal,40.0796319,-89.4339809,"Illinois, United States of America",Illinois
brian cook,40.0796319,-89.4339809,"Illinois, United States of America",Illinois
brian davis,40.0757384,-74.4041622,"New Jersey, United States of America",New Jersey
brian evans,40.0796319,-89.4339809,"Illinois, United States of America",Illinois
brian grant,40.2253569,-82.6881395,"Ohio, United States of America",Ohio
brian howard,35.6729639,-79.0392919,"North Carolina, United States of America",North Carolina
brian martin,35.2048883,-92.4479108,"Arkansas, United States of America",Arkansas
brian oliver,40.0796319,-89.4339809,"Illinois, United States of America",Illinois
brian quinnett,38.8949549,-77.0366456,"Washington, District of Columbia, United States of America",Washington
brian roberts,40.2253569,-82.6881395,"Ohio, United States of America",Ohio
brian rowsom,40.0757384,-74.4041622,"New Jersey, United States of America",New Jersey
brian scalabrine,36.7014631,-118.7559974,"California, United States of America",California
brian shaw,36.7014631,-118.7559974,"California, United States of America",California
brian skinner,31.8160381,-99.5120986,"Texas, United States of America",Texas
brian taylor,40.0757384,-74.4041622,"New Jersey, United States of America",New Jersey
brian winters,40.7306458,-73.9866136,"NYC, New York, United States of America",New York
briante weber,37.1232245,-78.4927721,"Virginia, United States of America",Virginia
brice johnson,33.6874388,-80.4363743,"South Carolina, United States of America",South Carolina
britton johnsen,39.4225192,-111.7143584,"Utah, United States of America",Utah
brook lopez,36.7014631,-118.7559974,"California, United States of America",California
brook steppe,35.6729639,-79.0392919,"North Carolina, United States of America",North Carolina
brooks thompson,31.8160381,-99.5120986,"Texas, United States of America",Texas
bruce bowen,36.7014631,-118.7559974,"California, United States of America",California
bruce douglas,40.0796319,-89.4339809,"Illinois, United States of America",Illinois
bruce flowers,40.7306458,-73.9866136,"NYC, New York, United States of America",New York
bruce hale,43.9792797,-120.737257,"Oregon, United States of America",Oregon
bruce kuczenski,41.6500201,-72.7342163,"Connecticut, United States of America",Connecticut
bruce seals,30.8703881,-92.007126,"Louisiana, United States of America",Louisiana
bruno caboclo,-10.3333333,-53.2,Brasil,Brazil
bruno sundov,45.5643442,17.0118954,Hrvatska,Croatia
bryan warrick,38.8949549,-77.0366456,"Washington, District of Columbia, United States of America",Washington
bryant reeves,35.2048883,-92.4479108,"Arkansas, United States of America",Arkansas
bryant stith,37.1232245,-78.4927721,"Virginia, United States of America",Virginia
bryce cotton,34.395342,-111.7632755,"Arizona, United States of America",Arizona
bryce dejean-jones,36.7014631,-118.7559974,"California, United States of America",California
bryce drew,30.8703881,-92.007126,"Louisiana, United States of America",Louisiana
bryn forbes,43.6211955,-84.6824346,"Michigan, United States of America",Michigan
bryon russell,36.7014631,-118.7559974,"California, United States of America",California
bubba wells,37.5726028,-85.1551411,"Kentucky, United States of America",Kentucky
bubba wilson,35.6729639,-79.0392919,"North Carolina, United States of America",North Carolina
buck johnson,33.2588817,-86.8295337,"Alabama, United States of America",Alabama
buck williams,35.6729639,-79.0392919,"North Carolina, United States of America",North Carolina
bucky bockhorn,40.0796319,-89.4339809,"Illinois, United States of America",Illinois
bud grant,44.4308975,-89.6884637,"Wisconsin, United States of America",Wisconsin
bud koper,34.9550817,-97.2684063,"Oklahoma, United States of America",Oklahoma
bud ogden,36.7014631,-118.7559974,"California, United States of America",California
bud stallworth,33.2588817,-86.8295337,"Alabama, United States of America",Alabama
buddy hield,24.7736546,-78.0000547,The Bahamas,Bahamas
buddy jeannette,40.9699889,-77.7278831,"Pennsylvania, United States of America",Pennsylvania
butch beard,37.5726028,-85.1551411,"Kentucky, United States of America",Kentucky
butch carter,40.2253569,-82.6881395,"Ohio, United States of America",Ohio
butch feher,43.6211955,-84.6824346,"Michigan, United States of America",Michigan
butch graves,40.7306458,-73.9866136,"NYC, New York, United States of America",New York
butch lee,18.22141715,-66.4132818505648,"Puerto Rico, Saltos, Orocovis, Puerto Rico, United States of America",Puerto Rico
butch van breda kolff,40.0757384,-74.4041622,"New Jersey, United States of America",New Jersey
byron beck,38.8949549,-77.0366456,"Washington, District of Columbia, United States of America",Washington
byron dinkins,35.6729639,-79.0392919,"North Carolina, United States of America",North Carolina
byron houston,38.27312,-98.5821872,"Kansas, United States of America",Kansas
byron irvin,40.0796319,-89.4339809,"Illinois, United States of America",Illinois
byron mullens,40.2253569,-82.6881395,"Ohio, United States of America",Ohio
byron scott,39.4225192,-111.7143584,"Utah, United States of America",Utah
cal bowdler,37.1232245,-78.4927721,"Virginia, United States of America",Virginia
cal christensen,40.2253569,-82.6881395,"Ohio, United States of America",Ohio
cal ramsey,33.2588817,-86.8295337,"Alabama, United States of America",Alabama
calbert cheaney,40.3270127,-86.1746933,"Indiana, United States of America",Indiana
caldwell jones,35.2048883,-92.4479108,"Arkansas, United States of America",Arkansas
caleb swanigan,40.3270127,-86.1746933,"Indiana, United States of America",Indiana
calvin booth,40.2253569,-82.6881395,"Ohio, United States of America",Ohio
calvin garrett,35.7730076,-86.2820081,"Tennessee, United States of America",Tennessee
calvin murphy,41.6500201,-72.7342163,"Connecticut, United States of America",Connecticut
calvin natt,30.8703881,-92.007126,"Louisiana, United States of America",Louisiana
cameron bairstow,-24.7761086,134.755,Australia,Australia
cameron payne,35.7730076,-86.2820081,"Tennessee, United States of America",Tennessee
campy russell,35.7730076,-86.2820081,"Tennessee, United States of America",Tennessee
carey scurry,40.7306458,-73.9866136,"NYC, New York, United States of America",New York
caris levert,40.2253569,-82.6881395,"Ohio, United States of America",Ohio
carl bailey,33.2588817,-86.8295337,"Alabama, United States of America",Alabama
carl braun,40.7306458,-73.9866136,"NYC, New York, United States of America",New York
carl henry,34.9550817,-97.2684063,"Oklahoma, United States of America",Oklahoma
carl herrera,10.8677845,-60.9821067,Trinidad and Tobago,Trinidad and Tobago
carl kilpatrick,30.8703881,-92.007126,"Louisiana, United States of America",Louisiana
carl landry,44.4308975,-89.6884637,"Wisconsin, United States of America",Wisconsin
carl nicks,40.0796319,-89.4339809,"Illinois, United States of America",Illinois
carl shaeffer,40.3270127,-86.1746933,"Indiana, United States of America",Indiana
carl thomas,40.2253569,-82.6881395,"Ohio, United States of America",Ohio
carldell johnson,30.8703881,-92.007126,"Louisiana, United States of America",Louisiana
carlos arroyo,18.22141715,-66.4132818505648,"Puerto Rico, Saltos, Orocovis, Puerto Rico, United States of America",Puerto Rico
carlos boozer,51.0834196,10.4234469,"Deutschland, Europe",Germany
carlos clark,35.7730076,-86.2820081,"Tennessee, United States of America",Tennessee
carlos delfino,-34.9964963,-64.9672817,Argentina,Argentina
carlos rogers,43.6211955,-84.6824346,"Michigan, United States of America",Michigan
carlos terry,35.6729639,-79.0392919,"North Carolina, United States of America",North Carolina
carlton mckinney,36.7014631,-118.7559974,"California, United States of America",California
carmelo anthony,40.7306458,-73.9866136,"NYC, New York, United States of America",New York
caron butler,44.4308975,-89.6884637,"Wisconsin, United States of America",Wisconsin
carrick felix,34.395342,-111.7632755,"Arizona, United States of America",Arizona
cartier martin,31.8160381,-99.5120986,"Texas, United States of America",Texas
casey jacobsen,36.7014631,-118.7559974,"California, United States of America",California
casey shaw,40.2253569,-82.6881395,"Ohio, United States of America",Ohio
casper ware,36.7014631,-118.7559974,"California, United States of America",California
cazzie russell,40.0796319,-89.4339809,"Illinois, United States of America",Illinois
cedi osman,41.9960924,21.4316495,"Скопје, Град Скопје, Скопски Регион, Македонија","Skopje, Macedonia"
cedric ball,42.3788774,-72.032366,"Massachusetts, United States of America",Massachusetts
cedric bozeman,36.7014631,-118.7559974,"California, United States of America",California
cedric ceballos,21.2160437,-157.975203,"Hawaii, United States of America",Hawaii
cedric henderson,35.7730076,-86.2820081,"Tennessee, United States of America",Tennessee
cedric hunter,31.8160381,-99.5120986,"Texas, United States of America",Texas
cedric jackson,34.5708167,-105.993007,"New Mexico, United States of America",New Mexico
cedric lewis,38.8949549,-77.0366456,"Washington, District of Columbia, United States of America",District of Columbia
cedric maxwell,35.6729639,-79.0392919,"North Carolina, United States of America",North Carolina
cedric simmons,35.6729639,-79.0392919,"North Carolina, United States of America",North Carolina
cedrick hordges,33.2588817,-86.8295337,"Alabama, United States of America",Alabama
cezary trybanski,52.0977181,19.0258159,RP,Poland
chad gallagher,40.0796319,-89.4339809,"Illinois, United States of America",Illinois
chad kinch,40.0757384,-74.4041622,"New Jersey, United States of America",New Jersey
chandler parsons,27.7567667,-81.4639835,"Florida, United States of America",Florida
channing frye,40.7306458,-73.9866136,"NYC, New York, United States of America",New York
charles barkley,33.2588817,-86.8295337,"Alabama, United States of America",Alabama
